Y,F2,F24,F16,F4,F22,F10,F7,F19,F6,F5,F17
1,3369,53087,121648,41,130367,138341,315517,119703,3000,120064,120763
1,4399,106076,283185,39,135575,138341,333172,119703,3000,120521,121219
1,22363,23015,119757,30,126490,128106,32020,118977,4000,118751,119100
1,6089,53949,119777,49,130556,128412,303218,118832,1000,119193,119542
1,56804,30407,121655,47,126504,137915,142485,119658,18000,119630,120327
1,50773,48941,244725,44,127441,138050,315517,119703,4000,120064,120763
1,4073,27555,120233,45,129271,128342,130662,118832,1000,119235,119582
1,5140,14310,155066,36,127180,128299,130723,118832,1000,119296,119643
1,52145,52229,121648,47,128613,138341,315517,119703,2000,119650,120347
1,50320,76854,119750,42,126427,127932,32020,118803,2000,118751,119100
1,84928,83621,129426,40,127251,140341,315517,122084,1000,119650,120347
1,46680,24853,120677,39,126494,129280,305094,120151,1000,118819,119167
0,5441,87082,119777,42,126940,128326,303218,118832,1000,119193,119542
1,52142,91612,236752,43,90096,138594,143022,120337,1000,122088,122786
1,5152,37218,180571,41,127251,138298,143302,119703,1000,121331,122029
1,1557,88229,312928,40,130265,128224,130937,118832,1000,119510,119857
1,102250,49020,186569,38,126576,128025,261917,92132,1000,122016,122364
1,1847,37850,310141,42,129179,138325,143241,119703,1000,120386,121083
1,30571,87053,154100,32,127762,138341,315517,119703,3000,120064,120763
1,3136,41407,310994,42,127007,128299,130723,118832,1000,121662,122010
1,7104,51133,121648,32,127023,138223,315517,119703,1000,120064,120763
1,9996,52271,131306,50,126540,138741,44319,120484,1000,120312,121010
1,108149,288529,125401,44,127590,137967,142996,119703,1000,122391,123089
1,4041,10157,119777,37,127613,128445,303218,118832,1000,118779,119126
1,16873,36061,122195,34,128590,128224,131394,118832,1000,123721,124070
1,869,47860,119777,34,130764,127961,303218,118832,1000,119657,120005
1,5738,42406,314331,44,127441,138050,143236,119703,1000,120381,121078
1,3955,288529,137428,38,127280,138341,143022,119703,1000,121177,121875
1,2032,25253,131468,38,127340,127961,130186,118832,1000,119357,119589
1,15572,287530,126999,38,131693,128385,130697,118832,1000,119763,120111
0,4780,41047,121648,39,129283,150598,315517,120804,22000,119650,120347
1,51244,83013,120416,36,126869,128326,130752,118832,9000,119325,119672
1,7578,87744,119777,42,127730,128299,303218,118832,1000,119193,119542
1,788,44845,132005,36,127730,128299,130752,118832,4000,119620,119968
1,24727,29431,119784,42,126490,128010,130186,118787,3000,118759,119106
1,7322,53412,314331,41,127023,138223,143236,119703,1000,121593,122291
1,1102,55155,310141,44,134930,138325,143241,119703,5000,120386,121083
1,139630,36129,183568,39,128401,138039,144382,119644,1000,132223,132921
1,3905,88286,121648,37,131558,138050,315517,119703,1000,119650,120347
1,4142,47760,121796,38,127236,138223,142485,119703,1000,119797,120496
1,5299,89228,286336,27,132753,139595,143022,121338,1000,122088,122786
1,105,13812,120319,40,126996,128445,303218,118832,2000,119193,119542
1,72210,24092,122862,38,128832,127902,130697,118773,1000,121863,122211
1,92568,43673,127609,34,127041,136974,130752,127845,2000,119620,119968
1,15931,88558,315364,42,128924,138050,142929,119703,1000,120074,309466
1,2647,97739,121648,31,130599,138325,315517,119703,1000,120064,120763
1,52054,89379,119777,44,133274,128299,303218,118832,1000,118779,119126
1,51114,14901,274147,50,132815,129596,130594,120467,2000,119601,119949
1,48997,42440,122305,34,126662,142972,295086,124622,1000,120307,121005
1,13872,34814,119777,36,127370,128051,303218,118832,1000,119193,119542
1,2071,44764,121946,40,126948,138050,142803,119703,1000,165474,302001
1,2035,25328,125249,43,130194,128326,130942,118832,1000,119714,120062
1,13838,10104,258077,38,128345,128342,132817,118832,1000,121390,121737
1,121943,16114,119777,37,127482,128326,303218,118832,1000,118779,119126
1,7661,17113,121648,29,128362,138050,315517,119703,1000,120064,120763
0,5917,67815,119777,42,128867,128326,303218,118832,1000,119193,119542
1,3905,85676,121648,49,128716,138384,315517,119703,1000,119650,120347
1,755,52049,157015,41,127801,138298,143241,119703,1000,120386,121083
1,8360,24097,119784,43,126461,127975,130186,118846,14000,118759,119106
1,5138,41435,240477,41,136469,138298,143022,119703,4000,120570,121268
1,2631,91162,306572,41,129030,138298,29271,119703,1000,129973,130672
1,2278,27555,135557,29,128147,128342,130723,118832,7000,121370,121718
1,3912,89497,121648,43,128938,138325,315517,119703,4000,120064,120763
1,1847,25815,121648,43,129179,138325,315517,119703,1000,120528,121226
1,21074,43288,261694,44,28286,137967,142485,119703,1000,119715,182173
1,230,17679,121648,34,130259,138411,315517,119703,1000,120064,120763
1,5804,53108,121648,41,126964,138341,315517,119703,1000,120064,120763
1,18723,43377,122527,35,137443,138384,315517,119703,2000,120528,121226
1,7041,10157,119925,40,127772,127961,130186,118832,4000,118926,119275
1,2559,89610,242854,41,127405,128342,303218,118832,1000,118779,119126
1,59265,25852,284530,47,127243,138039,317393,119644,1000,120824,283230
1,257,24935,119777,37,126952,128224,303218,118832,1000,118779,119126
1,100940,47724,120066,46,126444,157236,130186,148107,11000,119067,119415
1,43,13812,119777,40,130773,127961,303218,118832,1000,119193,119542
1,895,37084,283185,40,127149,138325,333172,119703,1000,120521,121219
1,58747,80588,121628,44,126504,137979,44319,119722,1000,119622,120321
1,1435,11056,134477,35,129342,138298,315517,119703,9000,120528,121226
1,25831,46588,119777,37,127730,128299,303218,118832,1000,119193,119542
1,7556,43175,128144,47,126822,138024,315517,93003,1000,120528,121226
1,2630,36261,119777,36,132450,128326,303218,118832,1000,119193,119542
1,801,112564,304701,39,129133,128412,16972,118832,1000,129102,129451
1,8553,90024,202083,43,127353,138384,143334,119703,1000,171377,172076
1,21172,47767,121648,41,132114,138341,315517,119703,1000,120064,120763
1,133819,52381,132005,37,127084,129090,130752,119933,1000,119325,119672
1,7953,16114,120319,47,129088,128051,303218,118832,1000,119193,119542
1,8453,89675,152154,32,132998,128224,134215,118832,2000,123002,123350
1,54276,29870,294066,39,126427,128101,32020,118761,3000,119441,119789
1,72210,43573,144324,39,128832,127902,130697,118773,1000,119736,120084
1,3986,45060,241473,37,126972,137960,333172,119703,1000,120429,121127
1,857,33232,176377,43,132339,138298,315517,119703,1000,119650,120347
1,7362,36219,150601,47,129212,128224,132817,118832,1000,123918,124266
1,32278,53552,244725,44,127553,138325,315517,119703,1000,120064,120763
1,1234,44929,216474,37,127056,127902,131305,118773,3000,123862,124210
1,17327,49398,121648,42,127142,138384,315517,119703,2000,120064,120763
1,3878,90487,119777,32,128866,128445,303218,118832,1000,118779,119126
1,14358,88541,121655,42,126504,138083,142485,119826,1000,119630,120327
1,5341,33058,134590,37,128147,128342,130630,118832,1000,119203,308245
1,20120,50731,188955,42,132306,128326,134215,118832,1000,123002,123350
1,21120,17814,125187,32,126561,138105,44319,119848,1000,119622,120321
1,16940,321240,119777,41,127050,127961,303218,118832,1000,118779,119126
1,17478,50004,312479,30,127416,128051,130630,118832,28000,120800,121149
1,56639,85010,295730,35,126498,138078,44319,119821,2000,119622,120321
1,96481,30428,121655,40,126504,138122,142485,119668,1000,119630,120327
1,5277,24798,313033,43,135904,138886,143022,120629,1000,120656,121354
0,71915,15633,119777,39,127541,128990,303218,119861,3000,118779,119126
1,7683,40337,119777,40,129271,128342,303218,118832,3000,118779,119126
1,4860,41961,136461,33,130330,138341,142929,119703,2000,120074,309466
1,70334,54352,124463,39,127364,138325,315517,119703,1000,120003,120701
1,117482,55934,121648,41,127155,139089,315517,120804,19000,119650,120347
1,20419,43375,244725,41,133562,138298,315517,119703,1000,120064,120763
1,7411,13812,119777,42,128977,127902,303218,118773,4000,119193,119542
1,4951,25776,303089,34,127007,128299,130630,118832,22000,119203,308245
1,14873,25469,132005,40,132268,128299,130752,118832,1000,119325,119672
1,7569,89282,119777,44,127416,128051,303218,118832,1000,119193,119542
0,4731,51230,166031,41,128947,128051,130723,118832,1000,122940,123288
1,4064,83366,119777,42,126901,127961,303218,118832,1000,118779,119126
1,6119,25200,121796,45,127149,138325,142485,119703,4000,119797,120496
1,72359,30415,121655,46,126504,138009,142485,119658,3000,119630,120327
1,8092,12990,119777,46,127730,128299,303218,118832,1000,119193,119542
1,49998,90338,121648,40,127023,138223,315517,119703,2000,119650,120347
1,13459,35130,281314,33,131419,128224,282787,118832,2000,119080,119428
1,17868,50333,306572,39,129925,137901,29271,119644,1000,129973,130672
1,4582,41407,119777,42,129954,128212,303218,119083,21000,118779,119126
1,1430,43720,132005,34,127730,127902,130752,118773,4000,119325,119672
1,17649,30500,314739,30,128218,138341,143022,119703,1000,121750,122448
1,16990,50433,242596,35,128536,128887,130937,119758,16000,120722,121070
1,11553,45676,121655,39,126504,137928,142485,119671,2000,119630,120327
1,1461,51771,119777,46,129271,128342,303218,118832,1000,119193,119542
1,3672,23491,170286,40,127180,128299,130723,118832,1000,119699,120047
1,25575,97549,119777,49,130500,128299,303218,118832,2000,119193,119542
1,101852,33058,201940,31,126591,129134,282787,120005,1000,119080,119428
1,4968,10112,311162,46,127460,128342,130723,118832,1000,119785,120133
1,4656,89582,119777,41,128536,128342,303218,118832,1000,118779,119126
1,46272,69245,125752,31,134859,128326,130942,118832,1000,119515,119862
0,16606,48808,119777,46,145656,129920,303218,120791,1000,119193,119542
1,70297,89435,162793,43,129155,138223,142996,119703,1000,122391,123089
1,19323,13989,314331,47,130336,138223,143236,119703,1000,120381,121078
1,75004,47144,122110,38,126524,137960,142485,119703,3000,120228,120810
1,13367,42165,130913,38,128589,138444,44391,119703,1000,120545,121243
1,4750,26775,303307,46,129018,138050,274216,119703,1000,120203,120901
1,97037,13989,310537,48,129634,139690,144293,121433,19000,159103,159801
1,5174,30500,233318,46,132234,138211,143022,119954,1000,122241,122939
1,44075,11156,122110,41,126524,138039,142485,119644,2000,119772,120470
1,4246,24051,135557,40,127209,128342,130723,118832,1000,120306,120654
1,50273,85921,283606,34,126444,127953,32020,5981,1000,119441,119789
1,14339,24097,119784,48,126433,128084,130186,118955,1000,118759,119106
0,3071,27404,133034,35,129212,128224,16972,118832,1000,122467,122815
0,52351,83280,310537,34,126921,138298,142893,119703,3000,120724,121422
1,8092,16680,119777,43,127744,128299,303218,118832,9000,118779,119126
1,6219,16114,119777,36,129212,128224,303218,118832,1000,119193,119542
1,85119,38441,135379,36,126469,127975,132433,118846,1000,121006,121353
1,242,84644,150856,35,127366,138384,315517,119703,1000,120528,121226
1,3215,43998,119777,29,128910,128385,303218,118832,2000,119193,119542
1,1446,44718,122701,40,127057,138298,143558,119703,3000,120703,121400
1,4620,45668,244725,35,128990,138411,315517,119703,5000,119650,120347
1,4846,26320,126999,45,126944,128342,130697,118832,2000,119763,120111
1,17857,29430,119784,34,126433,128586,130186,119087,12000,118759,119106
1,51263,49999,310141,49,126940,138325,143241,119703,29000,120386,121083
1,14835,29761,130227,46,127366,138384,29271,119703,1000,123338,124036
1,23256,30034,288468,37,127222,128342,32092,118832,1000,119684,120032
1,79123,50416,124978,34,132760,129062,132817,119933,5000,121390,121737
1,19754,35955,244725,37,126972,137960,315517,119703,4000,119650,120347
1,5427,26429,119777,36,128542,128342,303218,118832,3000,119193,119542
1,4207,89278,119777,38,128536,128342,303218,118832,1000,118779,119126
1,5542,43120,242854,36,127063,128342,303218,118832,1000,118779,119126
1,2086,117663,278293,44,140417,128075,131483,118851,2000,128966,129314
1,7407,48739,121648,42,127101,138411,315517,119703,4000,119650,120347
1,3637,35460,128168,44,133989,129134,320873,120005,1000,119558,119906
1,20855,85970,121648,39,132831,139061,315517,120804,1000,119650,120347
1,6217,15332,119777,46,129212,128224,303218,118832,1000,119193,119542
1,15663,54474,162566,48,130941,128051,305094,118832,1000,129776,130124
1,55232,13400,121785,38,126662,146917,295086,128660,1000,119788,120485
1,70282,82862,312479,33,126986,128342,130630,118832,2000,119396,119744
1,8436,89157,141702,49,128990,138411,143819,119703,2000,124389,125087
1,5133,89849,178700,39,127180,128299,131003,118832,1000,120460,120808
1,780,91146,121648,41,127801,138298,315517,119703,4000,120528,121226
1,55232,27444,121785,48,126662,146917,295086,128660,1000,119788,120485
1,5738,114423,178187,40,129329,138050,295086,119703,1000,121841,122539
1,4452,84215,120319,41,129220,128051,303218,118832,1000,119193,119542
1,7383,25807,283185,35,131745,138341,333172,119703,24000,120521,121219
1,242,25941,121648,38,127366,138384,315517,119703,1000,119650,120347
1,85361,13812,119777,43,127482,128326,303218,118832,1000,119132,119480
1,111954,95357,119777,45,127332,128299,303218,118832,2000,118779,119126
1,5956,26368,306572,37,24852,138444,29271,119703,1000,123338,124036
1,17327,50019,121648,38,126937,138024,315517,93003,1000,119650,120347
1,46291,27307,127623,45,134930,138325,143241,119703,1000,120386,121083
1,233,50958,133876,37,130259,138411,143051,119703,1000,120196,120893
1,1446,89498,294661,43,129342,138298,315517,119703,2000,120528,121226
1,833,27531,119777,40,132268,128299,303218,118832,1000,118779,119126
1,1102,53895,310141,43,130209,138325,143241,119703,1000,120386,121083
1,46136,42284,119925,39,128720,128326,130186,118832,1000,118926,119275
1,8542,14811,121648,30,126972,137960,315517,119703,7000,119650,120347
1,5900,40369,119750,52,126427,127876,32020,118747,3000,118751,119100
1,15030,16680,242854,42,131750,128212,303218,119083,1000,118779,119126
1,119095,47808,121919,35,126498,138078,142485,119821,1000,119630,120327
1,70282,26363,308275,36,126986,128342,130630,118832,1000,119396,119744
1,13908,85970,121648,39,90096,138298,315517,119703,3000,120064,120763
0,2728,54170,191752,35,129372,128290,130697,119161,1000,119763,120111
1,51400,53013,119784,42,126427,128079,130186,118950,1000,118759,119106
1,91449,43778,146283,47,151160,137974,44319,119717,6000,120312,121010
1,761,42384,119777,26,129271,128342,303218,118832,1000,119657,120005
1,5247,36129,226867,37,127599,138341,143022,119703,1000,122241,122939
1,4207,50433,119777,34,128536,128342,303218,118832,1000,118779,119126
1,4887,90395,121890,37,126647,138024,143604,93003,3000,121153,121851
1,4706,47575,121648,39,127011,138325,315517,119703,1000,119650,120347
1,56179,42248,306928,45,128373,128224,134215,118832,1000,123002,123350
1,14749,49916,123797,38,126996,128445,303218,118832,1000,119657,120005
1,3704,16029,315003,38,126498,137999,142485,119742,3000,119797,120496
1,18218,105972,121648,45,127134,138341,315517,119703,1000,120064,120763
1,6236,33284,121648,38,129283,138223,315517,119703,1000,120064,120763
1,21051,35130,168464,34,132298,128299,130937,118832,1000,167465,167813
1,3856,16114,120319,37,128473,128224,303218,118832,1000,119193,119542
1,13908,44423,244725,37,127134,138298,315517,119703,2000,120064,120763
1,7387,87082,119777,39,127445,128385,303218,118832,1000,118779,119126
1,5030,11108,313033,42,127599,138341,143022,119703,2000,120656,121354
1,2626,24851,120677,37,126494,129069,305094,119623,3000,119147,119495
1,6151,36129,122002,39,14724,138341,315517,119703,2000,120021,120720
1,93605,48605,121937,51,126515,138975,142485,120718,1000,119938,120636
1,7271,16680,119777,41,126952,128224,303218,118832,3000,118779,119126
1,5281,97212,244725,35,128218,138341,315517,119703,1000,120064,120763
1,5176,90487,120165,45,127146,128290,130594,119161,20000,119167,119514
1,5917,25050,119777,41,128867,128326,303218,118832,1000,119193,119542
1,2262,55155,129853,38,127121,137960,143102,119703,2000,127854,128552
1,4193,46275,135557,28,128147,128342,130723,118832,1000,120306,120654
1,7429,50577,127960,35,127295,128385,130752,118832,3000,119325,119672
1,16559,89861,119777,44,129100,128224,303218,118832,2000,118779,119126
1,7364,26445,281314,36,131674,128342,320873,118832,1000,119650,119998
1,20379,13812,119777,45,126901,127961,303218,118832,1000,119193,119542
1,27937,50766,121628,36,126561,138105,44319,119848,1000,119622,120321
1,5084,86037,240477,30,135904,138298,143022,119703,1000,120570,121268
1,1349,41126,132005,39,126952,128224,130752,118832,2000,119620,119968
1,37268,47841,120066,41,126444,128349,130186,119220,1000,119067,119415
1,51244,44095,120416,34,126869,128326,130752,118832,1000,119325,119672
1,3131,26445,135557,40,127460,128342,130723,118832,1000,119707,120055
1,6908,36922,119777,46,127233,128445,303218,118832,2000,118779,119126
1,14847,81161,119777,36,128535,128051,303218,118832,2000,118779,119126
1,52452,10157,136030,39,132021,128212,303218,119083,1000,118779,119126
1,18077,26469,122190,41,127403,138298,315517,119703,11000,120064,120763
1,64405,47529,119784,33,126433,127929,130186,118800,1000,118759,119106
1,8600,52828,121648,45,127403,138298,315517,119703,1000,119650,120347
1,23162,32233,122561,41,126952,128224,303218,118832,1000,121563,121911
1,123331,12990,137126,36,127172,128169,305094,119040,1000,118819,119167
1,26349,109045,121648,46,129159,158797,315517,140540,1000,120064,120763
1,4868,89228,165548,31,127326,138050,142929,119703,5000,121671,122370
1,3545,122384,305321,43,128603,128224,131003,118832,1000,119576,119923
1,5917,15030,122190,29,128867,128326,130942,118832,10000,119515,119862
1,32475,44095,125752,35,126869,128326,130942,118832,8000,119515,119862
1,57775,126660,123744,32,150587,128342,303218,118832,1000,119657,120005
0,7688,49533,121648,39,127366,138384,315517,119703,9000,120064,120763
1,16991,54195,128180,42,133491,128299,130752,118832,1000,119620,119968
1,17193,36961,201429,43,127430,138298,44391,119703,1000,124826,125524
1,3305,49668,119914,41,126591,129069,282787,119623,1000,118917,119264
1,18058,50607,120319,39,127332,128299,303218,118832,1000,119193,119542
1,15593,24851,282659,43,127172,128040,305094,118773,1000,119953,282009
1,24229,24490,123066,41,127430,138489,44391,12888,2000,121067,121765
1,1329,53949,6544,45,127459,127961,16972,118832,4000,120219,120567
1,24934,54081,262031,41,126576,128025,261917,92132,9000,122016,122364
1,2328,15476,192962,42,130893,138223,145116,119703,4000,122261,122958
1,48474,37627,120439,43,126427,127935,32020,118806,1000,119441,119789
1,2802,44383,270748,39,126921,138289,143022,120032,4000,122088,122786
1,2578,25158,244725,39,127476,138341,315517,119703,2000,119650,120347
1,71220,51168,258676,40,127071,128385,130911,118832,1000,129636,129985
1,4298,14811,244725,34,135575,138211,315517,119954,45000,119650,120347
1,139630,13400,167814,34,128401,138168,144382,119911,1000,132223,132921
1,103821,28050,119757,31,126490,127929,32020,118800,5000,118751,119100
1,50824,37443,127760,44,127613,128445,303218,118832,1000,119150,119499
1,7859,45086,170124,37,127112,138325,295086,119703,2000,134436,135134
1,22541,124040,132530,38,131675,138298,143022,119703,1000,122088,122786
1,60827,52229,315364,39,127487,138050,142929,119703,1000,120267,120965
1,53414,100205,155024,38,126469,128149,32020,118787,1000,119441,119789
1,8105,12140,120239,29,127459,127961,130186,118832,5000,118844,180952
1,75364,84475,119768,44,126444,128236,32020,118997,1000,118751,119100
1,16735,85970,314799,35,127217,138298,143236,119703,9000,120381,121078
1,67344,54375,199911,37,126461,127910,32020,118781,2000,119441,119789
1,51114,51730,274147,40,132815,129596,130594,120467,11000,119601,119949
1,70292,82220,120434,38,126591,129090,282787,119933,1000,119436,119784
1,4515,88079,121648,38,127312,138384,315517,119703,1000,120064,120763
1,50679,48840,121639,39,126515,137892,142485,119635,1000,119640,120338
1,14597,51599,302349,43,126540,137950,44319,119693,1000,120312,121010
1,7578,48779,119777,37,127730,128342,303218,118832,1000,119193,119542
1,26357,45060,244725,40,127011,138325,315517,119703,1000,119650,120347
1,92514,30034,279885,45,130526,128299,130430,118832,6000,121500,121849
1,25783,55041,124111,44,126490,128006,32020,118877,27000,118751,119100
1,5201,36485,170873,50,128386,128290,130723,119161,8000,119707,120055
0,18091,40320,287977,44,127172,128256,305094,119127,2000,119868,120216
1,13779,30435,121655,39,126561,137938,142485,119671,2000,119630,120327
1,19918,37891,121639,42,126561,138005,44319,119748,2000,119622,120321
1,15588,84924,131390,38,126494,128752,130937,119623,6000,120722,121070
1,27122,82249,313312,46,127056,128326,130697,118832,1000,119763,120111
1,124962,26903,122190,38,130893,138223,315517,119703,1000,120064,120763
1,158775,89332,268735,36,126944,130342,130697,121213,1000,119270,119617
1,4923,288529,158884,48,127599,138341,143022,119703,1000,120167,120864
1,1331,107636,120239,40,126453,127961,130186,118832,1000,119357,119589
1,3523,85019,175492,33,128401,139068,295086,120494,2000,120307,121005
1,7972,88129,121648,36,129159,138050,315517,119703,1000,120064,120763
1,51319,40578,120173,38,129657,128290,130594,119161,1000,127741,128090
1,5124,27555,313493,41,127146,128299,130630,118832,1000,119203,308245
1,53279,89086,305321,41,128603,128224,131003,118832,1000,119576,119923
1,225275,88258,313107,57,127625,130342,130723,121213,6000,119296,119643
1,1940,14741,121648,40,127134,138341,315517,119703,1000,120064,120763
1,6108,83661,121648,43,130627,138411,315517,119703,8000,120064,120763
1,206,85024,291368,40,130259,138411,315517,119703,2000,119650,120347
1,15424,12267,259381,38,126952,128224,15429,118832,2000,120224,120572
0,278600,91638,122310,42,126561,138601,44319,120344,5000,120312,121010
1,46683,42119,134655,52,127243,139279,317393,121022,1000,128427,129126
1,91371,25096,121655,28,126532,138083,142485,119826,1000,119630,120327
1,70604,48617,121639,46,126515,139827,142485,121570,1000,119640,120338
1,4282,86042,303405,38,127528,128887,130594,119758,7000,119167,119514
1,3080,13139,121648,44,127101,138411,315517,119703,1000,120064,120763
1,50052,41577,303878,39,128218,138341,143022,119703,4000,120167,120864
1,70093,11156,283185,43,127023,138223,333172,119703,1000,120521,121219
1,17261,88258,313231,47,128575,128299,130723,118832,5000,121217,121565
1,16603,26051,128166,49,129179,138325,142485,119703,1000,119797,120496
1,25655,87394,121648,31,126940,138325,315517,119703,6000,120064,120763
1,32260,67815,119777,35,262514,128326,303218,118832,8000,119193,119542
1,7825,88557,192581,48,127067,128326,282787,118832,1000,119080,119428
1,49673,13812,119777,38,131099,128445,131061,118832,1000,123423,123772
1,2105,12073,280164,47,140488,138074,143782,119722,1000,129837,130535
1,98726,52483,121648,42,141150,137901,315517,119644,1000,119650,120347
1,6119,67679,121796,44,127149,138325,142485,119703,1000,119797,120496
1,14965,85970,121648,44,128937,138444,315517,119703,5000,120064,120763
1,2837,44061,119777,35,128959,128299,303218,118832,1000,119193,119542
1,53292,11139,195371,41,129171,140863,333172,122606,1000,120521,121219
1,50093,48840,121639,38,126515,137892,142485,119635,3000,119640,120338
1,1933,16680,119777,37,127730,128299,303218,118832,2000,119193,119542
1,1849,53781,305172,41,130627,138411,315517,119703,7000,122434,123132
1,16121,24092,237348,37,128832,128326,320873,118832,1000,119650,119998
1,21070,26154,164871,47,132369,138298,143236,119703,3000,120381,121078
1,34972,25200,301945,33,130314,140844,143819,119629,1000,123766,124464
1,13322,87124,146300,43,132306,128326,130937,118832,2000,120722,121070
1,15560,41407,301915,38,126944,128299,130697,118832,5000,119270,119617
1,311216,49020,187411,34,130941,128025,305094,92132,1000,119147,119495
1,5065,27555,238606,44,135833,128299,130723,118832,12000,119699,120047
1,3856,48613,242854,43,128473,128224,303218,118832,1000,118779,119126
1,14492,34579,214708,43,126444,131518,32020,122389,2000,119441,119789
1,49406,41407,303405,44,127180,128887,130594,119758,1000,119601,119949
1,5219,85970,261252,43,127024,138384,27728,119703,1000,121095,121793
1,27059,11417,133438,44,127436,137967,142996,119703,2000,120141,120838
1,23358,41407,136450,43,129212,128224,134331,118832,1000,122904,123251
1,17146,88447,232701,41,128533,128299,303218,118832,3000,120822,121170
1,123404,35458,124619,43,126498,137931,44319,119674,1000,120312,121010
1,3413,33058,119914,38,126591,128573,282787,119444,3000,118917,119264
1,3141,52229,121796,49,132096,138341,142485,119703,5000,119797,120496
1,20533,24706,140215,34,126532,138218,44319,119961,1000,120312,121010
1,60139,29102,158819,40,150694,131785,303218,122656,1000,118779,119126
1,14670,24490,125187,39,126504,138105,44319,119848,1000,119622,120321
1,51190,89906,122562,32,129100,128224,303218,118832,1000,121563,121911
1,281988,89257,164060,41,128457,138289,143022,120032,22000,120167,120864
1,8590,29866,121648,46,127134,139089,315517,120804,6000,119650,120347
1,19460,23491,119757,42,126461,127959,32020,118830,5000,118751,119100
1,50058,47888,281314,48,126940,128326,320873,118832,1000,119650,119998
0,49592,85968,120830,33,126940,128051,131259,118832,1000,121645,121994
1,58476,47405,119784,32,126490,128265,130186,118797,1000,118759,119106
0,14776,83615,312935,40,128603,128224,131003,118832,1000,119576,119923
1,25668,28554,148092,38,128911,138341,143022,119703,1000,120167,120864
1,16708,84971,133173,46,127613,128445,131520,118832,4000,122895,123243
0,8184,90342,121648,38,154044,138325,315517,119703,1000,120064,120763
1,1102,37122,122584,39,130209,138325,143241,119703,1000,120386,121083
1,49839,13989,298227,37,127134,138341,142929,119703,1000,120074,309466
1,50077,14811,121648,26,127011,138325,315517,119703,3000,120064,120763
1,54902,36094,126289,36,127430,137934,44391,119677,3000,121642,122341
1,3037,17113,244725,42,129171,138223,315517,119703,2000,120064,120763
1,5280,23991,119777,35,132268,129596,303218,120467,1000,119193,119542
1,2612,87377,119777,41,128959,128299,303218,118832,2000,118779,119126
0,54636,36118,119777,40,127541,128051,303218,118832,1000,119193,119542
1,85493,86021,122109,39,128959,128299,130186,118832,3000,118926,119275
1,7825,46113,192581,41,127067,128326,282787,118832,1000,119080,119428
1,4393,35130,313572,36,128896,128342,130723,118832,1000,121217,121565
1,60807,90642,120408,48,127071,128385,320873,118832,1000,119410,119757
1,5210,43282,120165,39,127374,129596,130594,120467,1000,119167,119514
1,5277,42406,313033,39,135904,138886,143022,120629,1000,120656,121354
1,49841,84971,242854,39,135717,128299,303218,118832,3000,118779,119126
1,92055,83138,122134,43,127973,128090,130186,118961,1000,118844,180952
1,7541,52221,121648,42,127403,138298,315517,119703,2000,120064,120763
1,23365,89793,281314,39,129220,128385,320873,118832,1000,119650,119998
1,55781,42368,120239,38,127056,127902,130186,118773,1000,118901,119249
1,3001,42466,242854,42,127249,128342,303218,118832,1000,118779,119126
1,7429,50004,132005,36,127295,128385,130752,118832,6000,119325,119672
1,1232,85602,154309,38,128720,129134,130697,120005,2000,119763,120111
1,7290,36129,121648,43,127023,138223,315517,119703,11000,120064,120763
1,4968,33058,305588,34,128147,128342,130723,118832,4000,121217,121565
1,17568,25507,119777,34,127233,128445,303218,118832,1000,119193,119542
1,20522,29449,119757,36,126557,128219,130186,119090,1000,118759,119106
1,46664,12267,132784,47,127172,129280,305094,120151,3000,127556,127905
1,8581,84971,119777,40,127332,128299,303218,118832,1000,118779,119126
1,4696,87382,294661,36,129283,138223,315517,119703,3000,119650,120347
1,46806,28050,164902,45,126469,127939,32020,118800,3000,119441,119789
1,19857,25253,122187,43,129271,128299,320873,118832,1000,119558,119906
1,17128,14811,121796,33,127023,138223,142485,119703,1000,119797,120496
1,21041,40798,246669,40,128947,128051,15429,118832,1000,120224,120572
0,2391,89045,312204,48,127121,137960,143102,119703,1000,122446,123144
1,70261,54927,131781,47,127041,128326,130752,118832,1000,130782,131130
1,4734,88258,166940,32,128575,128290,130723,119161,13000,121217,121565
1,16991,42374,119777,36,133491,128299,303218,118832,4000,119193,119542
1,6744,50253,250138,42,15274,127968,19024,118832,1000,123163,123511
1,13886,90780,314350,38,128574,138384,142929,119703,14000,120267,120965
1,4968,40578,305588,36,128147,128342,130723,118832,1000,121217,121565
1,1567,85118,273148,39,126498,138199,142996,119942,1000,120141,120838
1,21051,51801,168464,44,132298,128299,130937,118832,1000,167465,167813
0,19850,29501,119777,36,132306,128385,303218,118832,1000,119193,119542
1,91765,84789,119777,37,128379,128326,303218,118832,13000,119657,120005
1,13800,14310,313312,45,126944,128342,130697,118832,1000,121520,121868
1,6250,10056,187844,39,126986,128342,132817,118832,1000,121390,121737
1,46480,40578,144257,39,128386,128290,130723,119161,1000,121217,121565
1,4601,90084,242854,30,128919,128412,303218,118832,1000,119657,120005
1,18231,87680,161873,46,127295,128385,130752,118832,1000,119620,119968
1,51261,89809,136182,49,131604,128299,130723,118832,1000,121217,121565
1,14989,14811,172107,47,127843,137960,142803,119703,1000,121706,122404
1,27545,30435,121628,38,126540,137938,44319,119671,1000,119622,120321
1,126209,34765,119777,44,127852,129301,303218,120172,10000,119193,119542
1,20666,45157,119768,39,126490,128219,32020,119090,4000,118751,119100
